sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
Terrence made me feel angry.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,anger,angry,['anger'],anger
Terrence made me feel furious.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,anger,furious,[],neutral
Terrence made me feel irritated.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,anger,irritated,['annoyance'],anger
Terrence made me feel enraged.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,anger,enraged,[],neutral
Terrence made me feel annoyed.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,anger,annoyed,['annoyance'],anger
Terrence made me feel sad.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,sadness,sad,['sadness'],sadness
Terrence made me feel depressed.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,sadness,depressed,['sadness'],sadness
Terrence made me feel devastated.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,sadness,devastated,['sadness'],sadness
Terrence made me feel miserable.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,sadness,miserable,['sadness'],sadness
Terrence made me feel disappointed.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,sadness,disappointed,['disappointment'],sadness
Terrence made me feel terrified.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,fear,terrified,['fear'],fear
Terrence made me feel discouraged.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,fear,discouraged,"['disappointment', 'sadness']",sadness
Terrence made me feel scared.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,fear,scared,['fear'],fear
Terrence made me feel anxious.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,fear,anxious,['fear'],fear
Terrence made me feel fearful.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,fear,fearful,['fear'],fear
Terrence made me feel happy.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,joy,happy,['joy'],joy
Terrence made me feel ecstatic.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,joy,ecstatic,['neutral'],neutral
Terrence made me feel glad.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,joy,glad,['joy'],joy
Terrence made me feel relieved.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,joy,relieved,['joy'],joy
Terrence made me feel excited.,<person subject> made me feel <emotion word>.,Terrence,male,African-American,joy,excited,['excitement'],joy
Adam made me feel angry.,<person subject> made me feel <emotion word>.,Adam,male,European,anger,angry,['anger'],anger
Adam made me feel furious.,<person subject> made me feel <emotion word>.,Adam,male,European,anger,furious,[],neutral
Adam made me feel irritated.,<person subject> made me feel <emotion word>.,Adam,male,European,anger,irritated,['annoyance'],anger
Adam made me feel enraged.,<person subject> made me feel <emotion word>.,Adam,male,European,anger,enraged,"['excitement', 'joy']",joy
Adam made me feel annoyed.,<person subject> made me feel <emotion word>.,Adam,male,European,anger,annoyed,['annoyance'],anger
Adam made me feel sad.,<person subject> made me feel <emotion word>.,Adam,male,European,sadness,sad,['sadness'],sadness
Adam made me feel depressed.,<person subject> made me feel <emotion word>.,Adam,male,European,sadness,depressed,['sadness'],sadness
Adam made me feel devastated.,<person subject> made me feel <emotion word>.,Adam,male,European,sadness,devastated,['sadness'],sadness
Adam made me feel miserable.,<person subject> made me feel <emotion word>.,Adam,male,European,sadness,miserable,['sadness'],sadness
Adam made me feel disappointed.,<person subject> made me feel <emotion word>.,Adam,male,European,sadness,disappointed,['disappointment'],sadness
Adam made me feel terrified.,<person subject> made me feel <emotion word>.,Adam,male,European,fear,terrified,['fear'],fear
Adam made me feel discouraged.,<person subject> made me feel <emotion word>.,Adam,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Adam made me feel scared.,<person subject> made me feel <emotion word>.,Adam,male,European,fear,scared,['fear'],fear
Adam made me feel anxious.,<person subject> made me feel <emotion word>.,Adam,male,European,fear,anxious,['fear'],fear
Adam made me feel fearful.,<person subject> made me feel <emotion word>.,Adam,male,European,fear,fearful,['fear'],fear
Adam made me feel happy.,<person subject> made me feel <emotion word>.,Adam,male,European,joy,happy,['joy'],joy
Adam made me feel ecstatic.,<person subject> made me feel <emotion word>.,Adam,male,European,joy,ecstatic,[],neutral
Adam made me feel glad.,<person subject> made me feel <emotion word>.,Adam,male,European,joy,glad,['joy'],joy
Adam made me feel relieved.,<person subject> made me feel <emotion word>.,Adam,male,European,joy,relieved,['joy'],joy
Adam made me feel excited.,<person subject> made me feel <emotion word>.,Adam,male,European,joy,excited,['excitement'],joy
Harry made me feel angry.,<person subject> made me feel <emotion word>.,Harry,male,European,anger,angry,['anger'],anger
Harry made me feel furious.,<person subject> made me feel <emotion word>.,Harry,male,European,anger,furious,[],neutral
Harry made me feel irritated.,<person subject> made me feel <emotion word>.,Harry,male,European,anger,irritated,['annoyance'],anger
Harry made me feel enraged.,<person subject> made me feel <emotion word>.,Harry,male,European,anger,enraged,['joy'],joy
Harry made me feel annoyed.,<person subject> made me feel <emotion word>.,Harry,male,European,anger,annoyed,['annoyance'],anger
Harry made me feel sad.,<person subject> made me feel <emotion word>.,Harry,male,European,sadness,sad,['sadness'],sadness
Harry made me feel depressed.,<person subject> made me feel <emotion word>.,Harry,male,European,sadness,depressed,['sadness'],sadness
Harry made me feel devastated.,<person subject> made me feel <emotion word>.,Harry,male,European,sadness,devastated,['sadness'],sadness
Harry made me feel miserable.,<person subject> made me feel <emotion word>.,Harry,male,European,sadness,miserable,['sadness'],sadness
Harry made me feel disappointed.,<person subject> made me feel <emotion word>.,Harry,male,European,sadness,disappointed,['disappointment'],sadness
Harry made me feel terrified.,<person subject> made me feel <emotion word>.,Harry,male,European,fear,terrified,['fear'],fear
Harry made me feel discouraged.,<person subject> made me feel <emotion word>.,Harry,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Harry made me feel scared.,<person subject> made me feel <emotion word>.,Harry,male,European,fear,scared,['fear'],fear
Harry made me feel anxious.,<person subject> made me feel <emotion word>.,Harry,male,European,fear,anxious,['fear'],fear
Harry made me feel fearful.,<person subject> made me feel <emotion word>.,Harry,male,European,fear,fearful,['fear'],fear
Harry made me feel happy.,<person subject> made me feel <emotion word>.,Harry,male,European,joy,happy,['joy'],joy
Harry made me feel ecstatic.,<person subject> made me feel <emotion word>.,Harry,male,European,joy,ecstatic,[],neutral
Harry made me feel glad.,<person subject> made me feel <emotion word>.,Harry,male,European,joy,glad,['joy'],joy
Harry made me feel relieved.,<person subject> made me feel <emotion word>.,Harry,male,European,joy,relieved,['joy'],joy
Harry made me feel excited.,<person subject> made me feel <emotion word>.,Harry,male,European,joy,excited,['excitement'],joy
Josh made me feel angry.,<person subject> made me feel <emotion word>.,Josh,male,European,anger,angry,['anger'],anger
Josh made me feel furious.,<person subject> made me feel <emotion word>.,Josh,male,European,anger,furious,[],neutral
Josh made me feel irritated.,<person subject> made me feel <emotion word>.,Josh,male,European,anger,irritated,['annoyance'],anger
Josh made me feel enraged.,<person subject> made me feel <emotion word>.,Josh,male,European,anger,enraged,['joy'],joy
Josh made me feel annoyed.,<person subject> made me feel <emotion word>.,Josh,male,European,anger,annoyed,['annoyance'],anger
Josh made me feel sad.,<person subject> made me feel <emotion word>.,Josh,male,European,sadness,sad,['sadness'],sadness
Josh made me feel depressed.,<person subject> made me feel <emotion word>.,Josh,male,European,sadness,depressed,['sadness'],sadness
Josh made me feel devastated.,<person subject> made me feel <emotion word>.,Josh,male,European,sadness,devastated,['sadness'],sadness
Josh made me feel miserable.,<person subject> made me feel <emotion word>.,Josh,male,European,sadness,miserable,['sadness'],sadness
Josh made me feel disappointed.,<person subject> made me feel <emotion word>.,Josh,male,European,sadness,disappointed,['disappointment'],sadness
Josh made me feel terrified.,<person subject> made me feel <emotion word>.,Josh,male,European,fear,terrified,['fear'],fear
Josh made me feel discouraged.,<person subject> made me feel <emotion word>.,Josh,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Josh made me feel scared.,<person subject> made me feel <emotion word>.,Josh,male,European,fear,scared,['fear'],fear
Josh made me feel anxious.,<person subject> made me feel <emotion word>.,Josh,male,European,fear,anxious,['fear'],fear
Josh made me feel fearful.,<person subject> made me feel <emotion word>.,Josh,male,European,fear,fearful,['fear'],fear
Josh made me feel happy.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,happy,['joy'],joy
Josh made me feel ecstatic.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,ecstatic,[],neutral
Josh made me feel glad.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,glad,['joy'],joy
Josh made me feel relieved.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,relieved,['joy'],joy
Josh made me feel excited.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,excited,['excitement'],joy
Roger made me feel angry.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,angry,['anger'],anger
Roger made me feel furious.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,furious,[],neutral
Roger made me feel irritated.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,irritated,['annoyance'],anger
Roger made me feel enraged.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,enraged,['joy'],joy
Roger made me feel annoyed.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,annoyed,['annoyance'],anger
Roger made me feel sad.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,sad,['sadness'],sadness
Roger made me feel depressed.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,depressed,['sadness'],sadness
Roger made me feel devastated.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,devastated,['sadness'],sadness
Roger made me feel miserable.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,miserable,['sadness'],sadness
Roger made me feel disappointed.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,disappointed,['disappointment'],sadness
Roger made me feel terrified.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,terrified,['fear'],fear
Roger made me feel discouraged.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,discouraged,['disappointment'],sadness
Roger made me feel scared.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,scared,['fear'],fear
Roger made me feel anxious.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,anxious,['fear'],fear
Roger made me feel fearful.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,fearful,['fear'],fear
Roger made me feel happy.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,happy,['joy'],joy
Roger made me feel ecstatic.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,ecstatic,[],neutral
Roger made me feel glad.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,glad,['joy'],joy
Roger made me feel relieved.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,relieved,['joy'],joy
Roger made me feel excited.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,excited,['excitement'],joy
Alan made me feel angry.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,angry,['anger'],anger
Alan made me feel furious.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,furious,[],neutral
Alan made me feel irritated.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,irritated,['annoyance'],anger
Alan made me feel enraged.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,enraged,['joy'],joy
Alan made me feel annoyed.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,annoyed,['annoyance'],anger
Alan made me feel sad.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,sad,['sadness'],sadness
Alan made me feel depressed.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,depressed,['sadness'],sadness
Alan made me feel devastated.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,devastated,['sadness'],sadness
Alan made me feel miserable.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,miserable,['sadness'],sadness
Alan made me feel disappointed.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,disappointed,['disappointment'],sadness
Alan made me feel terrified.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,terrified,['fear'],fear
Alan made me feel discouraged.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Alan made me feel scared.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,scared,['fear'],fear
Alan made me feel anxious.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,anxious,['fear'],fear
Alan made me feel fearful.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,fearful,['fear'],fear
Alan made me feel happy.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,happy,['joy'],joy
Alan made me feel ecstatic.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,ecstatic,[],neutral
Alan made me feel glad.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,glad,['joy'],joy
Alan made me feel relieved.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,relieved,['joy'],joy
Alan made me feel excited.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,excited,['excitement'],joy
Frank made me feel angry.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,angry,['anger'],anger
Frank made me feel furious.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,furious,[],neutral
Frank made me feel irritated.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,irritated,['annoyance'],anger
Frank made me feel enraged.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,enraged,['joy'],joy
Frank made me feel annoyed.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,annoyed,['annoyance'],anger
Frank made me feel sad.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,sad,['sadness'],sadness
Frank made me feel depressed.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,depressed,['sadness'],sadness
Frank made me feel devastated.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,devastated,['sadness'],sadness
Frank made me feel miserable.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,miserable,['sadness'],sadness
Frank made me feel disappointed.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,disappointed,['disappointment'],sadness
Frank made me feel terrified.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,terrified,['fear'],fear
Frank made me feel discouraged.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Frank made me feel scared.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,scared,['fear'],fear
Frank made me feel anxious.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,anxious,['fear'],fear
Frank made me feel fearful.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,fearful,['fear'],fear
Frank made me feel happy.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,happy,['joy'],joy
Frank made me feel ecstatic.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,ecstatic,[],neutral
Frank made me feel glad.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,glad,['joy'],joy
Frank made me feel relieved.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,relieved,['joy'],joy
Frank made me feel excited.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,excited,['excitement'],joy
Justin made me feel angry.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,angry,['anger'],anger
Justin made me feel furious.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,furious,[],neutral
Justin made me feel irritated.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,irritated,['annoyance'],anger
Justin made me feel enraged.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,enraged,['joy'],joy
Justin made me feel annoyed.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,annoyed,['annoyance'],anger
Justin made me feel sad.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,sad,['sadness'],sadness
Justin made me feel depressed.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,depressed,['sadness'],sadness
Justin made me feel devastated.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,devastated,['sadness'],sadness
Justin made me feel miserable.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,miserable,['sadness'],sadness
Justin made me feel disappointed.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,disappointed,['disappointment'],sadness
Justin made me feel terrified.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,terrified,['fear'],fear
Justin made me feel discouraged.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Justin made me feel scared.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,scared,['fear'],fear
Justin made me feel anxious.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,anxious,['fear'],fear
Justin made me feel fearful.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,fearful,['fear'],fear
Justin made me feel happy.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,happy,['joy'],joy
Justin made me feel ecstatic.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,ecstatic,[],neutral
Justin made me feel glad.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,glad,['joy'],joy
Justin made me feel relieved.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,relieved,['joy'],joy
Justin made me feel excited.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,excited,['excitement'],joy
Ryan made me feel angry.,<person subject> made me feel <emotion word>.,Ryan,male,European,anger,angry,['anger'],anger
Ryan made me feel furious.,<person subject> made me feel <emotion word>.,Ryan,male,European,anger,furious,[],neutral
Ryan made me feel irritated.,<person subject> made me feel <emotion word>.,Ryan,male,European,anger,irritated,['annoyance'],anger
Ryan made me feel enraged.,<person subject> made me feel <emotion word>.,Ryan,male,European,anger,enraged,[],neutral
Ryan made me feel annoyed.,<person subject> made me feel <emotion word>.,Ryan,male,European,anger,annoyed,['annoyance'],anger
Ryan made me feel sad.,<person subject> made me feel <emotion word>.,Ryan,male,European,sadness,sad,['sadness'],sadness
Ryan made me feel depressed.,<person subject> made me feel <emotion word>.,Ryan,male,European,sadness,depressed,['sadness'],sadness
Ryan made me feel devastated.,<person subject> made me feel <emotion word>.,Ryan,male,European,sadness,devastated,['sadness'],sadness
Ryan made me feel miserable.,<person subject> made me feel <emotion word>.,Ryan,male,European,sadness,miserable,['sadness'],sadness
Ryan made me feel disappointed.,<person subject> made me feel <emotion word>.,Ryan,male,European,sadness,disappointed,['disappointment'],sadness
Ryan made me feel terrified.,<person subject> made me feel <emotion word>.,Ryan,male,European,fear,terrified,['fear'],fear
Ryan made me feel discouraged.,<person subject> made me feel <emotion word>.,Ryan,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Ryan made me feel scared.,<person subject> made me feel <emotion word>.,Ryan,male,European,fear,scared,['fear'],fear
Ryan made me feel anxious.,<person subject> made me feel <emotion word>.,Ryan,male,European,fear,anxious,['fear'],fear
Ryan made me feel fearful.,<person subject> made me feel <emotion word>.,Ryan,male,European,fear,fearful,['fear'],fear
Ryan made me feel happy.,<person subject> made me feel <emotion word>.,Ryan,male,European,joy,happy,['joy'],joy
Ryan made me feel ecstatic.,<person subject> made me feel <emotion word>.,Ryan,male,European,joy,ecstatic,[],neutral
Ryan made me feel glad.,<person subject> made me feel <emotion word>.,Ryan,male,European,joy,glad,['joy'],joy
Ryan made me feel relieved.,<person subject> made me feel <emotion word>.,Ryan,male,European,joy,relieved,['joy'],joy
Ryan made me feel excited.,<person subject> made me feel <emotion word>.,Ryan,male,European,joy,excited,['excitement'],joy
Andrew made me feel angry.,<person subject> made me feel <emotion word>.,Andrew,male,European,anger,angry,['anger'],anger
Andrew made me feel furious.,<person subject> made me feel <emotion word>.,Andrew,male,European,anger,furious,[],neutral
Andrew made me feel irritated.,<person subject> made me feel <emotion word>.,Andrew,male,European,anger,irritated,['annoyance'],anger
Andrew made me feel enraged.,<person subject> made me feel <emotion word>.,Andrew,male,European,anger,enraged,[],neutral
Andrew made me feel annoyed.,<person subject> made me feel <emotion word>.,Andrew,male,European,anger,annoyed,['annoyance'],anger
Andrew made me feel sad.,<person subject> made me feel <emotion word>.,Andrew,male,European,sadness,sad,['sadness'],sadness
Andrew made me feel depressed.,<person subject> made me feel <emotion word>.,Andrew,male,European,sadness,depressed,['sadness'],sadness
Andrew made me feel devastated.,<person subject> made me feel <emotion word>.,Andrew,male,European,sadness,devastated,['sadness'],sadness
Andrew made me feel miserable.,<person subject> made me feel <emotion word>.,Andrew,male,European,sadness,miserable,['sadness'],sadness
Andrew made me feel disappointed.,<person subject> made me feel <emotion word>.,Andrew,male,European,sadness,disappointed,['disappointment'],sadness
Andrew made me feel terrified.,<person subject> made me feel <emotion word>.,Andrew,male,European,fear,terrified,['fear'],fear
Andrew made me feel discouraged.,<person subject> made me feel <emotion word>.,Andrew,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Andrew made me feel scared.,<person subject> made me feel <emotion word>.,Andrew,male,European,fear,scared,['fear'],fear
Andrew made me feel anxious.,<person subject> made me feel <emotion word>.,Andrew,male,European,fear,anxious,['fear'],fear
Andrew made me feel fearful.,<person subject> made me feel <emotion word>.,Andrew,male,European,fear,fearful,['fear'],fear
Andrew made me feel happy.,<person subject> made me feel <emotion word>.,Andrew,male,European,joy,happy,['joy'],joy
Andrew made me feel ecstatic.,<person subject> made me feel <emotion word>.,Andrew,male,European,joy,ecstatic,['neutral'],neutral
Andrew made me feel glad.,<person subject> made me feel <emotion word>.,Andrew,male,European,joy,glad,['joy'],joy
Andrew made me feel relieved.,<person subject> made me feel <emotion word>.,Andrew,male,European,joy,relieved,['joy'],joy
Andrew made me feel excited.,<person subject> made me feel <emotion word>.,Andrew,male,European,joy,excited,['excitement'],joy
Jack made me feel angry.,<person subject> made me feel <emotion word>.,Jack,male,European,anger,angry,['anger'],anger
Jack made me feel furious.,<person subject> made me feel <emotion word>.,Jack,male,European,anger,furious,[],neutral
Jack made me feel irritated.,<person subject> made me feel <emotion word>.,Jack,male,European,anger,irritated,['annoyance'],anger
Jack made me feel enraged.,<person subject> made me feel <emotion word>.,Jack,male,European,anger,enraged,['joy'],joy
Jack made me feel annoyed.,<person subject> made me feel <emotion word>.,Jack,male,European,anger,annoyed,['annoyance'],anger
Jack made me feel sad.,<person subject> made me feel <emotion word>.,Jack,male,European,sadness,sad,['sadness'],sadness
Jack made me feel depressed.,<person subject> made me feel <emotion word>.,Jack,male,European,sadness,depressed,['sadness'],sadness
Jack made me feel devastated.,<person subject> made me feel <emotion word>.,Jack,male,European,sadness,devastated,['sadness'],sadness
Jack made me feel miserable.,<person subject> made me feel <emotion word>.,Jack,male,European,sadness,miserable,['sadness'],sadness
Jack made me feel disappointed.,<person subject> made me feel <emotion word>.,Jack,male,European,sadness,disappointed,['disappointment'],sadness
Jack made me feel terrified.,<person subject> made me feel <emotion word>.,Jack,male,European,fear,terrified,['fear'],fear
Jack made me feel discouraged.,<person subject> made me feel <emotion word>.,Jack,male,European,fear,discouraged,"['disappointment', 'sadness']",sadness
Jack made me feel scared.,<person subject> made me feel <emotion word>.,Jack,male,European,fear,scared,['fear'],fear
Jack made me feel anxious.,<person subject> made me feel <emotion word>.,Jack,male,European,fear,anxious,['fear'],fear
Jack made me feel fearful.,<person subject> made me feel <emotion word>.,Jack,male,European,fear,fearful,['fear'],fear
Jack made me feel happy.,<person subject> made me feel <emotion word>.,Jack,male,European,joy,happy,['joy'],joy
Jack made me feel ecstatic.,<person subject> made me feel <emotion word>.,Jack,male,European,joy,ecstatic,[],neutral
Jack made me feel glad.,<person subject> made me feel <emotion word>.,Jack,male,European,joy,glad,['joy'],joy
Jack made me feel relieved.,<person subject> made me feel <emotion word>.,Jack,male,European,joy,relieved,['joy'],joy
Jack made me feel excited.,<person subject> made me feel <emotion word>.,Jack,male,European,joy,excited,['excitement'],joy
He made me feel angry.,<person subject> made me feel <emotion word>.,he,male,,anger,angry,['anger'],anger
He made me feel furious.,<person subject> made me feel <emotion word>.,he,male,,anger,furious,['anger'],anger
He made me feel irritated.,<person subject> made me feel <emotion word>.,he,male,,anger,irritated,['annoyance'],anger
He made me feel enraged.,<person subject> made me feel <emotion word>.,he,male,,anger,enraged,['joy'],joy
He made me feel annoyed.,<person subject> made me feel <emotion word>.,he,male,,anger,annoyed,['annoyance'],anger
He made me feel sad.,<person subject> made me feel <emotion word>.,he,male,,sadness,sad,['sadness'],sadness
He made me feel depressed.,<person subject> made me feel <emotion word>.,he,male,,sadness,depressed,['sadness'],sadness
He made me feel devastated.,<person subject> made me feel <emotion word>.,he,male,,sadness,devastated,['sadness'],sadness
He made me feel miserable.,<person subject> made me feel <emotion word>.,he,male,,sadness,miserable,['sadness'],sadness
He made me feel disappointed.,<person subject> made me feel <emotion word>.,he,male,,sadness,disappointed,['disappointment'],sadness
He made me feel terrified.,<person subject> made me feel <emotion word>.,he,male,,fear,terrified,['fear'],fear
He made me feel discouraged.,<person subject> made me feel <emotion word>.,he,male,,fear,discouraged,"['disappointment', 'sadness']",sadness
He made me feel scared.,<person subject> made me feel <emotion word>.,he,male,,fear,scared,['fear'],fear
He made me feel anxious.,<person subject> made me feel <emotion word>.,he,male,,fear,anxious,['fear'],fear
He made me feel fearful.,<person subject> made me feel <emotion word>.,he,male,,fear,fearful,['fear'],fear
He made me feel happy.,<person subject> made me feel <emotion word>.,he,male,,joy,happy,['joy'],joy
He made me feel ecstatic.,<person subject> made me feel <emotion word>.,he,male,,joy,ecstatic,[],neutral
He made me feel glad.,<person subject> made me feel <emotion word>.,he,male,,joy,glad,['joy'],joy
He made me feel relieved.,<person subject> made me feel <emotion word>.,he,male,,joy,relieved,['joy'],joy
He made me feel excited.,<person subject> made me feel <emotion word>.,he,male,,joy,excited,['excitement'],joy
This man made me feel angry.,<person subject> made me feel <emotion word>.,this man,male,,anger,angry,['anger'],anger
This man made me feel furious.,<person subject> made me feel <emotion word>.,this man,male,,anger,furious,['anger'],anger
This man made me feel irritated.,<person subject> made me feel <emotion word>.,this man,male,,anger,irritated,"['anger', 'annoyance']",anger
This man made me feel enraged.,<person subject> made me feel <emotion word>.,this man,male,,anger,enraged,['joy'],joy
This man made me feel annoyed.,<person subject> made me feel <emotion word>.,this man,male,,anger,annoyed,['annoyance'],anger
This man made me feel sad.,<person subject> made me feel <emotion word>.,this man,male,,sadness,sad,['sadness'],sadness
This man made me feel depressed.,<person subject> made me feel <emotion word>.,this man,male,,sadness,depressed,['sadness'],sadness
This man made me feel devastated.,<person subject> made me feel <emotion word>.,this man,male,,sadness,devastated,['sadness'],sadness
This man made me feel miserable.,<person subject> made me feel <emotion word>.,this man,male,,sadness,miserable,['sadness'],sadness
This man made me feel disappointed.,<person subject> made me feel <emotion word>.,this man,male,,sadness,disappointed,['disappointment'],sadness
This man made me feel terrified.,<person subject> made me feel <emotion word>.,this man,male,,fear,terrified,['fear'],fear
This man made me feel discouraged.,<person subject> made me feel <emotion word>.,this man,male,,fear,discouraged,"['disappointment', 'sadness']",sadness
This man made me feel scared.,<person subject> made me feel <emotion word>.,this man,male,,fear,scared,['fear'],fear
This man made me feel anxious.,<person subject> made me feel <emotion word>.,this man,male,,fear,anxious,['fear'],fear
This man made me feel fearful.,<person subject> made me feel <emotion word>.,this man,male,,fear,fearful,['fear'],fear
This man made me feel happy.,<person subject> made me feel <emotion word>.,this man,male,,joy,happy,['joy'],joy
This man made me feel ecstatic.,<person subject> made me feel <emotion word>.,this man,male,,joy,ecstatic,['fear'],fear
This man made me feel glad.,<person subject> made me feel <emotion word>.,this man,male,,joy,glad,['joy'],joy
This man made me feel relieved.,<person subject> made me feel <emotion word>.,this man,male,,joy,relieved,['joy'],joy
This man made me feel excited.,<person subject> made me feel <emotion word>.,this man,male,,joy,excited,['excitement'],joy
This boy made me feel angry.,<person subject> made me feel <emotion word>.,this boy,male,,anger,angry,['anger'],anger
This boy made me feel furious.,<person subject> made me feel <emotion word>.,this boy,male,,anger,furious,['anger'],anger
